Batsman,Bowler,Batsman Points,Bowler Points
V Sehwag,CH Gayle,-9.0,9.0
V Sehwag,CH Morris,12.0,-12.0
V Sehwag,CJ McKay,14.0,-14.0
V Sehwag,CRD Fernando,17.0,-17.0
V Sehwag,DE Bollinger,0.5,-0.5
V Sehwag,DJ Bravo,-4.0,4.0
V Sehwag,DJ Hussey,11.0,-11.0
V Sehwag,DJ Muthuswami,3.0,-3.0
V Sehwag,DJ Thornely,-27.0,27.0
V Sehwag,DJG Sammy,-27.0,27.0
V Sehwag,DL Vettori,1.0,-1.0
V Sehwag,DP Vijaykumar,-27.0,27.0
V Sehwag,DR Smith,13.5,-13.5
V Sehwag,DS Kulkarni,3.0,-3.0
V Sehwag,DT Christian,24.5,-24.5
V Sehwag,DW Steyn,0.125,-0.125
V Sehwag,FH Edwards,18.0,-18.0
V Sehwag,GB Hogg,-5.5,5.5
V Sehwag,Harbhajan Singh,4.428571428571429,-4.428571428571429
V Sehwag,Harmeet Singh,-9.666666666666666,9.666666666666666
V Sehwag,Harshal Patel,10.0,-10.0
V Sehwag,I Malhotra,43.0,-43.0
V Sehwag,IC Pandey,9.333333333333334,-9.333333333333334
V Sehwag,IK Pathan,-1.6,1.6
V Sehwag,Imran Tahir,15.0,-15.0
V Sehwag,Iqbal Abdulla,8.0,-8.0
V Sehwag,Ishant Sharma,-0.6666666666666666,0.6666666666666666
V Sehwag,JA Morkel,9.5,-9.5
V Sehwag,JD Ryder,14.5,-14.5
V Sehwag,JH Kallis,8.571428571428571,-8.571428571428571
V Sehwag,JM Kemp,24.0,-24.0
V Sehwag,JP Duminy,-12.0,12.0
V Sehwag,JP Faulkner,-13.0,13.0
V Sehwag,JR Hopes,1.0,-1.0
V Sehwag,Jasprit Bumrah,17.0,-17.0
V Sehwag,Jaydev Unadkat,-3.5,3.5
V Sehwag,Joginder Sharma,20.5,-20.5
V Sehwag,K Santokie,13.0,-13.0
V Sehwag,KA Pollard,23.0,-23.0
V Sehwag,KK Cooper,12.0,-12.0
V Sehwag,KW Richardson,1.5,-1.5
V Sehwag,Kamran Khan,1.0,-1.0
V Sehwag,Karn Sharma,-2.0,2.0
V Sehwag,L Balaji,8.4,-8.4
V Sehwag,LJ Wright,29.5,-29.5
V Sehwag,M Kartik,10.0,-10.0
V Sehwag,M Morkel,7.6,-7.6
V Sehwag,M Muralitharan,3.0,-3.0
V Sehwag,M Ntini,22.0,-22.0
V Sehwag,M de Lange,4.0,-4.0
V Sehwag,MC Henriques,-2.0,2.0
V Sehwag,MJ McClenaghan,2.0,-2.0
V Sehwag,MM Patel,2.1666666666666665,-2.1666666666666665
V Sehwag,MS Gony,8.0,-8.0
V Sehwag,Mitchell Starc,9.0,-9.0
V Sehwag,Mohammed Shami,4.5,-4.5
V Sehwag,Mohit Sharma,0.6,-0.6
V Sehwag,NLTC Perera,6.5,-6.5
V Sehwag,NM Coulter-Nile,9.0,-9.0
V Sehwag,P Awana,-12.666666666666666,12.666666666666666
V Sehwag,P Kumar,9.0,-9.0
V Sehwag,P Parameswaran,-13.0,13.0
V Sehwag,P Suyal,18.0,-18.0
V Sehwag,PC Valthaty,2.0,-2.0
V Sehwag,PJ Sangwan,30.0,-30.0
V Sehwag,PP Chawla,8.166666666666666,-8.166666666666666
V Sehwag,PP Ojha,-5.6,5.6
V Sehwag,Pankaj Singh,12.0,-12.0
V Sehwag,R Bhatia,-27.0,27.0
V Sehwag,R Rampaul,8.0,-8.0
V Sehwag,R Sharma,17.75,-17.75
V Sehwag,R Shukla,13.0,-13.0
V Sehwag,R Vinay Kumar,9.285714285714286,-9.285714285714286
V Sehwag,RJ Harris,13.0,-13.0
V Sehwag,RJ Peterson,-12.0,12.0
V Sehwag,RN ten Doeschate,9.0,-9.0
V Sehwag,RP Singh,16.125,-16.125
V Sehwag,RR Powar,17.0,-17.0
V Sehwag,Ravichandran Ashwin,9.75,-9.75
V Sehwag,Ravindra Jadeja,52.5,-52.5
V Sehwag,S Aravind,18.0,-18.0
V Sehwag,S Dhawan,-17.0,17.0
V Sehwag,S Narwal,-24.0,24.0
V Sehwag,S Sreesanth,0.25,-0.25
V Sehwag,SB Bangar,54.0,-54.0
V Sehwag,SB Wagh,26.0,-26.0
V Sehwag,SC Ganguly,12.333333333333334,-12.333333333333334
V Sehwag,SJ Srivastava,19.0,-19.0
V Sehwag,SK Warne,10.0,-10.0
V Sehwag,SL Malinga,6.0,-6.0
V Sehwag,SM Pollock,24.5,-24.5
V Sehwag,SR Watson,-5.25,5.25
V Sehwag,ST Jayasuriya,25.5,-25.5
V Sehwag,STR Binny,1.0,-1.0
V Sehwag,SW Tait,1.3333333333333333,-1.3333333333333333
V Sehwag,Sandeep Sharma,17.0,-17.0
V Sehwag,Shahid Afridi,17.0,-17.0
V Sehwag,Shakib Al Hasan,3.0,-3.0
V Sehwag,Shoaib Akhtar,-27.0,27.0
V Sehwag,Sohail Tanvir,3.0,-3.0
V Sehwag,Sunil Narine,16.5,-16.5
V Sehwag,TG Southee,-27.0,27.0
V Sehwag,UT Yadav,-2.5,2.5
V Sehwag,V Pratap Singh,11.0,-11.0
V Sehwag,VR Aaron,12.0,-12.0
V Sehwag,VRV Singh,18.0,-18.0
V Sehwag,VS Malik,24.0,-24.0
V Sehwag,WD Parnell,2.5,-2.5
V Sehwag,WPUJC Vaas,-0.5,0.5
V Sehwag,YA Abdulla,36.0,-36.0
V Sehwag,YK Pathan,20.0,-20.0
V Sehwag,Yuvraj Singh,4.666666666666667,-4.666666666666667
V Sehwag,Yuzvendra Chahal,-20.0,20.0
V Sehwag,Z Khan,2.375,-2.375
V Viyaskanth,Andre Russell,3.0,-3.0
V Viyaskanth,Harshit Rana,1.0,-1.0
V Viyaskanth,Mitchell Starc,1.0,-1.0
V Viyaskanth,Varun Chakravarthy,2.0,-2.0
VH Zol,A Nehra,15.0,-15.0
VH Zol,JP Faulkner,9.0,-9.0
VH Zol,KW Richardson,-2.0,2.0
VH Zol,Mohit Sharma,-23.0,23.0
VH Zol,PV Tambe,10.0,-10.0
VH Zol,Rahul Tewatia,-24.0,24.0
VH Zol,Ravichandran Ashwin,2.0,-2.0
VH Zol,SR Watson,8.0,-8.0
VR Aaron,A Choudhary,-2.0,2.0
VR Aaron,Axar Patel,2.5,-2.5
VR Aaron,Bhuvneshwar Kumar,-13.0,13.0
VR Aaron,CR Woakes,-22.0,22.0
VR Aaron,Jasprit Bumrah,1.0,-1.0
VR Aaron,KA Pollard,9.0,-9.0
VR Aaron,Kagiso Rabada,-24.0,24.0
VR Aaron,Kamlesh Nagarkoti,-2.0,2.0
VR Aaron,L Balaji,12.5,-12.5
VR Aaron,MG Johnson,1.0,-1.0
VR Aaron,R Dhawan,5.0,-5.0
VR Aaron,RJ Harris,-2.0,2.0
VR Aaron,Ravichandran Ashwin,-27.0,27.0
VR Aaron,SJ Srivastava,-2.0,2.0
VR Aaron,SL Malinga,1.0,-1.0
VR Aaron,Sandeep Sharma,1.0,-1.0
VR Aaron,Sherfane Rutherford,1.0,-1.0
VR Aaron,Shivam Mavi,-2.0,2.0
VR Aaron,Sunil Narine,1.0,-1.0
VR Aaron,Trent Boult,1.5,-1.5
VRV Singh,DS Kulkarni,8.0,-8.0
VRV Singh,L Balaji,-27.0,27.0
VS Malik,BE Hendricks,1.0,-1.0
VS Malik,L Balaji,-2.0,2.0
VS Malik,SL Malinga,1.0,-1.0
VS Malik,Z Khan,-16.0,16.0
VS Yeligati,VRV Singh,-23.0,23.0
VVS Laxman,A Kumble,16.0,-16.0
VVS Laxman,A Mithun,13.0,-13.0
VVS Laxman,A Nehra,9.0,-9.0
VVS Laxman,A Singh,12.0,-12.0
VVS Laxman,AA Jhunjhunwala,1.0,-1.0
VVS Laxman,AB Dinda,-22.0,22.0
VVS Laxman,AM Nayar,2.0,-2.0
VVS Laxman,AP Dole,-17.0,17.0
VVS Laxman,CK Langeveldt,10.0,-10.0
VVS Laxman,DJ Bravo,0.3333333333333333,-0.3333333333333333
VVS Laxman,DL Vettori,13.0,-13.0
VVS Laxman,DP Nannes,1.0,-1.0
VVS Laxman,DW Steyn,6.0,-6.0
VVS Laxman,GD McGrath,1.0,-1.0
VVS Laxman,IK Pathan,10.0,-10.0
VVS Laxman,Ishant Sharma,7.666666666666667,-7.666666666666667
VVS Laxman,JA Morkel,-9.0,9.0
VVS Laxman,JD Ryder,-27.0,27.0
VVS Laxman,JH Kallis,11.5,-11.5
VVS Laxman,LR Shukla,13.0,-13.0
VVS Laxman,M Kartik,-27.0,27.0
VVS Laxman,M Muralitharan,5.5,-5.5
VVS Laxman,MM Patel,8.0,-8.0
VVS Laxman,Mohammad Asif,-24.0,24.0
VVS Laxman,P Kumar,-10.0,10.0
VVS Laxman,PP Chawla,-14.0,14.0
VVS Laxman,Pankaj Singh,1.0,-1.0
VVS Laxman,Ravichandran Ashwin,1.0,-1.0
VVS Laxman,S Narwal,2.0,-2.0
VVS Laxman,S Sreesanth,3.0,-3.0
VVS Laxman,S Tyagi,1.0,-1.0
VVS Laxman,SB Wagh,-2.0,2.0
VVS Laxman,SD Chitnis,10.0,-10.0
VVS Laxman,SJ Srivastava,11.0,-11.0
VVS Laxman,SK Raina,-23.0,23.0
VVS Laxman,SK Trivedi,6.0,-6.0
VVS Laxman,SK Warne,-27.0,27.0
VVS Laxman,SM Pollock,10.0,-10.0
VVS Laxman,SR Watson,5.333333333333333,-5.333333333333333
VVS Laxman,ST Jayasuriya,3.0,-3.0
VVS Laxman,SW Tait,-24.0,24.0
VVS Laxman,TM Dilshan,1.0,-1.0
VVS Laxman,VRV Singh,21.0,-21.0
VVS Laxman,WD Parnell,-27.0,27.0
VVS Laxman,YK Pathan,1.0,-1.0
VVS Laxman,Z Khan,5.666666666666667,-5.666666666666667
VY Mahesh,A Nehra,2.0,-2.0
VY Mahesh,B Lee,4.0,-4.0
VY Mahesh,DS Kulkarni,1.0,-1.0
VY Mahesh,IK Pathan,2.0,-2.0
VY Mahesh,Ishant Sharma,2.0,-2.0
VY Mahesh,LR Shukla,-24.0,24.0
VY Mahesh,MM Patel,-24.0,24.0
VY Mahesh,SK Warne,2.0,-2.0
VY Mahesh,SR Watson,-2.0,2.0
Vaibhav Arora,DJ Bravo,1.0,-1.0
Vaibhav Arora,Khaleel Ahmed,1.0,-1.0
Vaibhav Arora,Lalit Yadav,1.0,-1.0
Vaibhav Arora,Lockie Ferguson,1.0,-1.0
Vaibhav Arora,Mohammed Shami,-24.0,24.0
Vaibhav Arora,Mustafizur Rahman,1.0,-1.0
Vaibhav Arora,T Natarajan,2.0,-2.0
Vaibhav Arora,Umran Malik,-27.0,27.0
Vaibhav Arora,Yash Thakur,1.0,-1.0
Varun Chakravarthy,Anrich Nortje,-2.0,2.0
Varun Chakravarthy,CH Morris,2.0,-2.0
Varun Chakravarthy,CJ Jordan,-24.0,24.0
Varun Chakravarthy,DJ Bravo,-24.0,24.0
Varun Chakravarthy,Harshal Patel,9.5,-9.5
Varun Chakravarthy,I Udana,2.0,-2.0
Varun Chakravarthy,Kuldeep Yadav,1.0,-1.0
Varun Chakravarthy,Lungi Ngidi,-2.0,2.0
Varun Chakravarthy,Maheesh Theekshana,-2.0,2.0
Varun Chakravarthy,Mohammed Shami,1.0,-1.0
Varun Chakravarthy,Mohammed Siraj,1.0,-1.0
Varun Chakravarthy,Mukesh Kumar,-2.0,2.0
Varun Chakravarthy,Navdeep Saini,3.0,-3.0
Varun Chakravarthy,OC McCoy,1.0,-1.0
Varun Chakravarthy,PWH de Silva,-2.0,2.0
Varun Chakravarthy,SN Thakur,1.0,-1.0
Venkatesh Iyer,AF Milne,16.5,-16.5
Venkatesh Iyer,AS Joseph,12.0,-12.0
Venkatesh Iyer,Aiden Markram,4.0,-4.0
Venkatesh Iyer,Akash Deep,-27.0,27.0
Venkatesh Iyer,Akash Singh,31.0,-31.0
Venkatesh Iyer,Anrich Nortje,-0.3333333333333333,0.3333333333333333
Venkatesh Iyer,Anshul Kamboj,24.0,-24.0
Venkatesh Iyer,Arjun Tendulkar,22.0,-22.0
Venkatesh Iyer,Arshdeep Singh,0.5,-0.5
Venkatesh Iyer,Avesh Khan,11.5,-11.5
Venkatesh Iyer,Axar Patel,1.0,-1.0
Venkatesh Iyer,Basil Thampi,10.0,-10.0
Venkatesh Iyer,Bhuvneshwar Kumar,12.142857142857142,-12.142857142857142
Venkatesh Iyer,C Green,4.666666666666667,-4.666666666666667
Venkatesh Iyer,CH Morris,10.0,-10.0
Venkatesh Iyer,Chetan Sakariya,5.5,-5.5
Venkatesh Iyer,D Jansen,41.0,-41.0
Venkatesh Iyer,DJ Bravo,-11.0,11.0
Venkatesh Iyer,DJ Willey,-5.333333333333333,5.333333333333333
Venkatesh Iyer,DR Sams,17.5,-17.5
Venkatesh Iyer,Deepak Chahar,6.666666666666667,-6.666666666666667
Venkatesh Iyer,FA Allen,48.0,-48.0
Venkatesh Iyer,GHS Garton,14.0,-14.0
Venkatesh Iyer,Gerald Coetzee,39.0,-39.0
Venkatesh Iyer,Glenn Maxwell,4.0,-4.0
Venkatesh Iyer,HR Shokeen,42.0,-42.0
Venkatesh Iyer,Hardik Pandya,17.5,-17.5
Venkatesh Iyer,Harpreet Brar,6.0,-6.0
Venkatesh Iyer,Harshal Patel,-8.0,8.0
Venkatesh Iyer,Ishant Sharma,3.5,-3.5
Venkatesh Iyer,J Little,4.0,-4.0
Venkatesh Iyer,JE Root,6.0,-6.0
Venkatesh Iyer,JO Holder,-23.0,23.0
Venkatesh Iyer,Jasprit Bumrah,0.6,-0.6
Venkatesh Iyer,Jaydev Unadkat,20.5,-20.5
Venkatesh Iyer,Josh Hazlewood,20.0,-20.0
Venkatesh Iyer,K Gowtham,-13.0,13.0
Venkatesh Iyer,KA Jamieson,13.0,-13.0
Venkatesh Iyer,KM Asif,18.0,-18.0
Venkatesh Iyer,KR Sen,-27.0,27.0
Venkatesh Iyer,Kagiso Rabada,3.3333333333333335,-3.3333333333333335
Venkatesh Iyer,Karn Sharma,1.0,-1.0
Venkatesh Iyer,Khaleel Ahmed,-17.0,17.0
Venkatesh Iyer,Krunal Pandya,8.5,-8.5
Venkatesh Iyer,Kuldeep Yadav,14.0,-14.0
Venkatesh Iyer,Kumar Kartikeya,-3.0,3.0
Venkatesh Iyer,LB Williams,3.0,-3.0
Venkatesh Iyer,Lalit Yadav,-24.0,24.0
Venkatesh Iyer,Liam Livingstone,1.0,-1.0
Venkatesh Iyer,Lockie Ferguson,2.0,-2.0
Venkatesh Iyer,M Ashwin,17.5,-17.5
Venkatesh Iyer,Maheesh Theekshana,2.0,-2.0
Venkatesh Iyer,Marco Jansen,-13.25,13.25
Venkatesh Iyer,Mayank Dagar,16.0,-16.0
Venkatesh Iyer,Mitchell Santner,3.0,-3.0
Venkatesh Iyer,Moeen Ali,-27.0,27.0
Venkatesh Iyer,Mohammed Shami,11.333333333333334,-11.333333333333334
Venkatesh Iyer,Mohammed Siraj,8.166666666666666,-8.166666666666666
Venkatesh Iyer,Mohsin Khan,0.5,-0.5
Venkatesh Iyer,Mustafizur Rahman,0.3333333333333333,-0.3333333333333333
Venkatesh Iyer,Naman Dhir,15.0,-15.0
Venkatesh Iyer,Nathan Ellis,18.333333333333332,-18.333333333333332
Venkatesh Iyer,Nitish Kumar Reddy,13.0,-13.0
Venkatesh Iyer,Noor Ahmad,2.0,-2.0
Venkatesh Iyer,Nuwan Thushara,15.5,-15.5
Venkatesh Iyer,OC McCoy,2.0,-2.0
Venkatesh Iyer,OF Smith,-27.0,27.0
Venkatesh Iyer,PP Chawla,-1.6666666666666667,1.6666666666666667
Venkatesh Iyer,PWH de Silva,6.0,-6.0
Venkatesh Iyer,Pat Cummins,11.0,-11.0
Venkatesh Iyer,R Dhawan,8.0,-8.0
Venkatesh Iyer,RP Meredith,24.0,-24.0
Venkatesh Iyer,Rahul Chahar,3.25,-3.25
Venkatesh Iyer,Rahul Tewatia,-24.0,24.0
Venkatesh Iyer,Rashid Khan,5.0,-5.0
Venkatesh Iyer,Rasikh Salam,22.0,-22.0
Venkatesh Iyer,Ravi Bishnoi,-9.0,9.0
Venkatesh Iyer,Ravichandran Ashwin,13.0,-13.0
Venkatesh Iyer,Ravindra Jadeja,1.0,-1.0
Venkatesh Iyer,SN Thakur,-1.75,1.75
Venkatesh Iyer,Sam Curran,1.75,-1.75
Venkatesh Iyer,Sandeep Sharma,1.0,-1.0
Venkatesh Iyer,Shahbaz Ahmed,4.0,-4.0
Venkatesh Iyer,Shivam Dube,3.0,-3.0
Venkatesh Iyer,Sikandar Raza,22.0,-22.0
Venkatesh Iyer,T Natarajan,0.75,-0.75
Venkatesh Iyer,TS Mills,14.0,-14.0
Venkatesh Iyer,Tilak Varma,9.0,-9.0
Venkatesh Iyer,Travis Head,9.0,-9.0
Venkatesh Iyer,Trent Boult,5.25,-5.25
Venkatesh Iyer,Tushar Deshpande,10.0,-10.0
Venkatesh Iyer,Umran Malik,3.0,-3.0
Venkatesh Iyer,V Viyaskanth,27.0,-27.0
Venkatesh Iyer,Vijaykumar Vyshak,6.5,-6.5
Venkatesh Iyer,Yash Dayal,12.0,-12.0
Venkatesh Iyer,Yash Thakur,1.0,-1.0
Venkatesh Iyer,Yuzvendra Chahal,2.0,-2.0
Vijay Shankar,A Mishra,2.0,-2.0
Vijay Shankar,AF Milne,2.0,-2.0
Vijay Shankar,AS Joseph,-27.0,27.0
Vijay Shankar,AS Rajpoot,3.0,-3.0
Vijay Shankar,Akash Madhwal,17.0,-17.0
Vijay Shankar,Andre Russell,-0.3333333333333333,0.3333333333333333
Vijay Shankar,Ankit Soni,26.0,-26.0
Vijay Shankar,Anrich Nortje,1.5,-1.5
Vijay Shankar,Arshdeep Singh,-2.6666666666666665,2.6666666666666665
Vijay Shankar,Avesh Khan,-3.6666666666666665,3.6666666666666665
Vijay Shankar,Axar Patel,0.2,-0.2
Vijay Shankar,B Laughlin,-22.0,22.0
Vijay Shankar,BA Stokes,7.0,-7.0
Vijay Shankar,BCJ Cutting,39.0,-39.0
Vijay Shankar,Bhuvneshwar Kumar,26.0,-26.0
Vijay Shankar,C de Grandhomme,16.0,-16.0
Vijay Shankar,CH Morris,-8.5,8.5
Vijay Shankar,CJ Jordan,6.5,-6.5
Vijay Shankar,Chetan Sakariya,2.0,-2.0
Vijay Shankar,DJ Bravo,20.0,-20.0
Vijay Shankar,DJ Mitchell,-23.0,23.0
Vijay Shankar,DS Kulkarni,28.0,-28.0
Vijay Shankar,Deepak Chahar,-2.5,2.5
Vijay Shankar,Dushmantha Chameera,-23.0,23.0
Vijay Shankar,Gerald Coetzee,3.0,-3.0
Vijay Shankar,H Sharma,12.0,-12.0
Vijay Shankar,Harbhajan Singh,8.0,-8.0
Vijay Shankar,Hardik Pandya,13.0,-13.0
Vijay Shankar,Harpreet Brar,2.0,-2.0
Vijay Shankar,Harshal Patel,-3.6666666666666665,3.6666666666666665
Vijay Shankar,Harshit Rana,1.0,-1.0
Vijay Shankar,Imran Tahir,-4.0,4.0
Vijay Shankar,Ishant Sharma,-4.666666666666667,4.666666666666667
Vijay Shankar,JP Behrendorff,34.0,-34.0
Vijay Shankar,JP Faulkner,11.0,-11.0
Vijay Shankar,Jasprit Bumrah,0.4,-0.4
Vijay Shankar,Jaydev Unadkat,5.666666666666667,-5.666666666666667
Vijay Shankar,Jofra Archer,24.5,-24.5
Vijay Shankar,K Khejroliya,1.0,-1.0
Vijay Shankar,KA Maharaj,2.0,-2.0
Vijay Shankar,KA Pollard,1.0,-1.0
Vijay Shankar,KM Asif,1.0,-1.0
Vijay Shankar,KMA Paul,5.5,-5.5
Vijay Shankar,KR Sen,-3.5,3.5
Vijay Shankar,Kagiso Rabada,-17.666666666666668,17.666666666666668
Vijay Shankar,Karn Sharma,1.5,-1.5
Vijay Shankar,Kartik Tyagi,11.0,-11.0
Vijay Shankar,Khaleel Ahmed,6.0,-6.0
Vijay Shankar,Krunal Pandya,3.75,-3.75
Vijay Shankar,Kuldeep Yadav,-3.3333333333333335,3.3333333333333335
Vijay Shankar,Kumar Kartikeya,23.0,-23.0
Vijay Shankar,Lockie Ferguson,22.0,-22.0
Vijay Shankar,Lungi Ngidi,9.0,-9.0
Vijay Shankar,M Ashwin,17.0,-17.0
Vijay Shankar,MJ McClenaghan,3.0,-3.0
Vijay Shankar,MM Patel,16.0,-16.0
Vijay Shankar,Maheesh Theekshana,-12.5,12.5
Vijay Shankar,Manimaran Siddharth,1.0,-1.0
Vijay Shankar,Marcus Stoinis,3.5,-3.5
Vijay Shankar,Matheesha Pathirana,-23.0,23.0
Vijay Shankar,Mitchell Marsh,-10.0,10.0
Vijay Shankar,Mitchell Santner,10.0,-10.0
Vijay Shankar,Mohammed Shami,1.3333333333333333,-1.3333333333333333
Vijay Shankar,Mohammed Siraj,13.666666666666666,-13.666666666666666
Vijay Shankar,Mohit Sharma,-27.0,27.0
Vijay Shankar,Mujeeb Ur Rahman,10.0,-10.0
Vijay Shankar,Mukesh Kumar,2.0,-2.0
Vijay Shankar,Mustafizur Rahman,9.5,-9.5
Vijay Shankar,NM Coulter-Nile,-27.0,27.0
Vijay Shankar,Naveen-ul-Haq,-5.0,5.0
Vijay Shankar,Nitish Rana,21.0,-21.0
Vijay Shankar,O Thomas,2.0,-2.0
Vijay Shankar,P Kumar,2.0,-2.0
Vijay Shankar,PJ Sangwan,38.0,-38.0
Vijay Shankar,PP Chawla,-6.0,6.0
Vijay Shankar,Pat Cummins,-9.5,9.5
Vijay Shankar,Prasidh Krishna,11.5,-11.5
Vijay Shankar,RP Meredith,1.0,-1.0
Vijay Shankar,RS Hangargekar,-3.0,3.0
Vijay Shankar,Rahul Chahar,5.333333333333333,-5.333333333333333
Vijay Shankar,Rahul Tewatia,7.666666666666667,-7.666666666666667
Vijay Shankar,Rashid Khan,1.0,-1.0
Vijay Shankar,Ravi Bishnoi,3.0,-3.0
Vijay Shankar,Ravichandran Ashwin,-3.0,3.0
Vijay Shankar,Ravindra Jadeja,2.875,-2.875
Vijay Shankar,Riyan Parag,3.0,-3.0
Vijay Shankar,S Kaul,5.0,-5.0
Vijay Shankar,S Lamichhane,3.0,-3.0
Vijay Shankar,SL Malinga,-11.5,11.5
Vijay Shankar,SN Thakur,22.333333333333332,-22.333333333333332
Vijay Shankar,Sam Curran,4.0,-4.0
Vijay Shankar,Shahbaz Ahmed,1.0,-1.0
Vijay Shankar,Shakib Al Hasan,1.0,-1.0
Vijay Shankar,Sherfane Rutherford,1.0,-1.0
Vijay Shankar,Shreyas Gopal,0.6666666666666666,-0.6666666666666666
Vijay Shankar,Sunil Narine,2.6,-2.6
Vijay Shankar,Suyash Sharma,14.0,-14.0
Vijay Shankar,TG Southee,4.0,-4.0
Vijay Shankar,TK Curran,1.0,-1.0
Vijay Shankar,Trent Boult,2.3333333333333335,-2.3333333333333335
Vijay Shankar,Tushar Deshpande,10.0,-10.0
Vijay Shankar,UT Yadav,4.0,-4.0
Vijay Shankar,VR Aaron,-24.0,24.0
Vijay Shankar,Varun Chakravarthy,26.5,-26.5
Vijay Shankar,Vijaykumar Vyshak,-10.0,10.0
Vijay Shankar,WD Parnell,29.0,-29.0
Vijay Shankar,Washington Sundar,0.0,0.0
Vijay Shankar,Yash Dayal,1.0,-1.0
Vijay Shankar,Yash Thakur,-27.0,27.0
Vijay Shankar,Yuzvendra Chahal,-4.8,4.8
Vijaykumar Vyshak,Andre Russell,14.0,-14.0
Vijaykumar Vyshak,Bhuvneshwar Kumar,1.0,-1.0
Vijaykumar Vyshak,Jasprit Bumrah,-27.0,27.0
Vijaykumar Vyshak,Sandeep Sharma,-27.0,27.0
Vijaykumar Vyshak,T Natarajan,-2.0,2.0
Vijaykumar Vyshak,Vaibhav Arora,3.0,-3.0
Vijaykumar Vyshak,Varun Chakravarthy,2.0,-2.0
Virat Kohli,A Ashish Reddy,0.8,-0.8
Virat Kohli,A Chandila,9.5,-9.5
Virat Kohli,A Flintoff,1.0,-1.0
Virat Kohli,A Mishra,13.0,-13.0
Virat Kohli,A Nehra,-5.6,5.6
Virat Kohli,A Singh,20.0,-20.0
Virat Kohli,A Symonds,5.666666666666667,-5.666666666666667
Virat Kohli,AB Dinda,-3.4,3.4
Virat Kohli,AB McDonald,31.0,-31.0
Virat Kohli,AC Thomas,-19.0,19.0
Virat Kohli,AD Mathews,-3.2,3.2
Virat Kohli,AF Milne,0.0,0.0
Virat Kohli,AG Murtaza,1.0,-1.0
Virat Kohli,AJ Tye,17.25,-17.25
Virat Kohli,AL Menaria,13.0,-13.0
Virat Kohli,AM Nayar,10.666666666666666,-10.666666666666666
Virat Kohli,AN Ahmed,-27.0,27.0
Virat Kohli,AS Joseph,20.0,-20.0
Virat Kohli,AS Rajpoot,18.333333333333332,-18.333333333333332
Virat Kohli,Abhishek Sharma,11.0,-11.0
Virat Kohli,Adam Zampa,30.5,-30.5
Virat Kohli,Aiden Markram,9.0,-9.0
Virat Kohli,Akash Singh,-15.0,15.0
Virat Kohli,Anand Rajan,2.0,-2.0
Virat Kohli,Andre Russell,7.2727272727272725,-7.2727272727272725
Virat Kohli,Ankit Sharma,10.333333333333334,-10.333333333333334
Virat Kohli,Anrich Nortje,1.25,-1.25
Virat Kohli,Anukul Roy,3.0,-3.0
Virat Kohli,Anureet Singh,6.333333333333333,-6.333333333333333
Virat Kohli,Arshad Khan,44.0,-44.0
Virat Kohli,Arshdeep Singh,16.0,-16.0
Virat Kohli,Avesh Khan,13.666666666666666,-13.666666666666666
Virat Kohli,Axar Patel,7.7272727272727275,-7.7272727272727275
Virat Kohli,Azhar Mahmood,-9.5,9.5
Virat Kohli,Azmatullah Omarzai,2.0,-2.0
Virat Kohli,B Laughlin,1.0,-1.0
Virat Kohli,B Lee,9.666666666666666,-9.666666666666666
Virat Kohli,BA Stokes,-1.5,1.5
Virat Kohli,BAW Mendis,1.0,-1.0
Virat Kohli,BB Sran,-9.0,9.0
Virat Kohli,BCJ Cutting,15.0,-15.0
Virat Kohli,BE Hendricks,3.0,-3.0
Virat Kohli,BJ Hodge,-12.0,12.0
Virat Kohli,Basil Thampi,7.333333333333333,-7.333333333333333
Virat Kohli,Bhuvneshwar Kumar,7.9375,-7.9375
Virat Kohli,Bipul Sharma,2.0,-2.0
Virat Kohli,C Ganapathy,13.0,-13.0
Virat Kohli,C Green,2.0,-2.0
Virat Kohli,C Nanda,-27.0,27.0
Virat Kohli,CH Morris,12.7,-12.7
Virat Kohli,CJ Anderson,22.0,-22.0
Virat Kohli,CJ Dala,42.0,-42.0
Virat Kohli,CJ Jordan,3.0,-3.0
Virat Kohli,CL White,23.0,-23.0
Virat Kohli,CR Brathwaite,8.0,-8.0
Virat Kohli,CR Woakes,1.0,-1.0
Virat Kohli,CRD Fernando,18.5,-18.5
Virat Kohli,Chetan Sakariya,12.5,-12.5
Virat Kohli,D Brevis,-27.0,27.0
Virat Kohli,DAJ Bracewell,-27.0,27.0
Virat Kohli,DE Bollinger,3.75,-3.75
Virat Kohli,DJ Bravo,16.916666666666668,-16.916666666666668
Virat Kohli,DJ Hussey,2.0,-2.0
Virat Kohli,DJ Willey,2.0,-2.0
Virat Kohli,DJG Sammy,13.0,-13.0
Virat Kohli,DJM Short,14.0,-14.0
Virat Kohli,DL Vettori,4.5,-4.5
Virat Kohli,DP Nannes,9.333333333333334,-9.333333333333334
Virat Kohli,DP Vijaykumar,1.5,-1.5
Virat Kohli,DR Smith,7.0,-7.0
Virat Kohli,DS Kulkarni,5.0,-5.0
Virat Kohli,DT Christian,0.3333333333333333,-0.3333333333333333
Virat Kohli,DW Steyn,7.6,-7.6
Virat Kohli,Deepak Chahar,9.88888888888889,-9.88888888888889
